Candidato;Tweet;Fecha;# Retweets;# Likes;Ubicación (usuario);Ubicación (tweet)
Guillermo Lasso;"RT @chinogomez14: El voto de Lasso es obligado, es por odio, es por interés, es por conveniencia.
El voto de @ecuarauz y @rabascallcarlos e…";Sun Jan 31 16:16:01 +0000 2021;635;1325;Ecuador;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:16:11 +0000 2021;69;111;Guayaquil, Ecuador;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:16:14 +0000 2021;70;111;Guayaquil, Ecuador;
Guillermo Lasso;Jajajajajajajajajajaja bueno Sra vote por Lasso ese si es un gran consejo verdad? 🤣🤣🤣🤣;Sun Jan 31 16:16:22 +0000 2021;0;0;Allí donde tú no PUEDES ir;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:16:32 +0000 2021;72;114;Loja , Ecuador;
Guillermo Lasso;RT @CuquitaLeon: NOSOTROS LOS JUBILADOS ROBADOS ESTAFADOS POR CRIMINALES D CAPO CORREA LLEVAREMOS A LASSO A SER PRESIDENTE.TODOS CON NUESTR…;Sun Jan 31 16:16:38 +0000 2021;56;68;;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:16:40 +0000 2021;73;117;Guayaquil, Ecuador;
Guillermo Lasso;RT @CuquitaLeon: NOSOTROS LOS JUBILADOS ROBADOS ESTAFADOS POR CRIMINALES D CAPO CORREA LLEVAREMOS A LASSO A SER PRESIDENTE.TODOS CON NUESTR…;Sun Jan 31 16:16:41 +0000 2021;57;69;;
Guillermo Lasso;RT @CuquitaLeon: NOSOTROS LOS JUBILADOS ROBADOS ESTAFADOS POR CRIMINALES D CAPO CORREA LLEVAREMOS A LASSO A SER PRESIDENTE.TODOS CON NUESTR…;Sun Jan 31 16:16:58 +0000 2021;58;71;;
Guillermo Lasso;RT @M_MaciasUlloa: Quien trajo a Bucaram?Granda secretario de la Corrupción con master en extorsion,quien repartió los hospitales La Romo,q…;Sun Jan 31 16:17:01 +0000 2021;23;34;;
Guillermo Lasso;"RT @MarcoAnibal: No eres un idiota si votas por Araúz, Lasso, Yaku, nulo o por quien desees

Eres un idiota por no respetar el derecho de c…";Sun Jan 31 16:17:05 +0000 2021;53;162;Quito;
Guillermo Lasso;"RT @MarcoAnibal: No eres un idiota si votas por Araúz, Lasso, Yaku, nulo o por quien desees

Eres un idiota por no respetar el derecho de c…";Sun Jan 31 16:17:19 +0000 2021;54;163;;
Guillermo Lasso;RT @VirusTota: https://t.co/Xhmxfrys55;Sun Jan 31 16:17:23 +0000 2021;1;5;;
Guillermo Lasso;RT @FaustoCoboM3: Estos últimos días de campaña, TODOS los de la orilla de la DECENCIA, a pesar de algunas diferencias, a VOTAR por LASSO,…;Sun Jan 31 16:17:25 +0000 2021;25;38;Ecuador;
Guillermo Lasso;RT @chulitay: ... https://t.co/mJaVyCM2DW;Sun Jan 31 16:17:28 +0000 2021;7;27;República de Barcelona SC;
Guillermo Lasso;"RT @PatricioJijonL1: No dividas el voto; no dejes de acudir a las urnas el próximo domingo 7 de febrero, con doble mascarilla, CORAZÓN y CE…";Sun Jan 31 16:17:32 +0000 2021;20;28;Samborondon, Ecuador;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:17:36 +0000 2021;74;126;;
Guillermo Lasso;RT @KELVINGAME3: COMPAÑEROS TWITTEROS LES PIDO DE FAVOR NO HACERLE CASO A NINGUNA ENCUESTA TRUCHA !!! ,USTEDES SABEN BIEN LOS NIVELES DE CO…;Sun Jan 31 16:17:37 +0000 2021;158;383;;
Guillermo Lasso;@CarlosVerareal todo los días dice pendejadas, llenas de odio y parcialidad en sus programas. Cree que la gente así… https://t.co/puxaYpMrbf;Sun Jan 31 16:17:52 +0000 2021;0;0;;
Guillermo Lasso;"RT @chinogomez14: El voto de Lasso es obligado, es por odio, es por interés, es por conveniencia.
El voto de @ecuarauz y @rabascallcarlos e…";Sun Jan 31 16:18:00 +0000 2021;636;1328;Guayaquil;
Guillermo Lasso;RT @FaustoCoboM3: LASSO es la PESADILLA de narco gobiernos del socialismo del siglo XXI que buscan PODER e IMPUNIDAD, comprando candidatos…;Sun Jan 31 16:18:08 +0000 2021;86;185;ECUADOR;
Guillermo Lasso;RT @FaustoCoboM3: ...el 28% que votamos a favor de LASSO en la primera vuelta de ELECCIONES 2017, lo hicimos con la razón y con lealtad a n…;Sun Jan 31 16:18:08 +0000 2021;103;295;Ecuador;
Guillermo Lasso;"🔴 #ATENCIÓN | 🗣️ ""No estoy pidiendo que piensen, los estoy obligando a que el siguiente día todos tengan su foto co… https://t.co/eWkbvaqJNr";Sun Jan 31 16:18:13 +0000 2021;0;0;Quito - Ecuador;
Guillermo Lasso;"RT @PatricioJijonL1: No dividas el voto; no dejes de acudir a las urnas el próximo domingo 7 de febrero, con doble mascarilla, CORAZÓN y CE…";Sun Jan 31 16:18:14 +0000 2021;21;28;;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:18:17 +0000 2021;75;133;ecuador ;
Guillermo Lasso;RT @FaustoCoboM3: ...el 28% que votamos a favor de LASSO en la primera vuelta de ELECCIONES 2017, lo hicimos con la razón y con lealtad a n…;Sun Jan 31 16:18:26 +0000 2021;104;296;Quito - Ecuador;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:18:30 +0000 2021;76;137;Quito, Ecuador;
Guillermo Lasso;"RT @elsuperazul: “Si votas por el que quieres, desperdicias tu voto, tienes q elegir entre Lasso y Arauz”
De donde se inventaron esto?
Vote…";Sun Jan 31 16:18:32 +0000 2021;1;1;Guayaquil - Ecuador;
Guillermo Lasso;No ven!! No hagan tonteras!! De seguro ya tiene trabajo con el mismo CHULQUERO!!, USTEDES CREEN QUE ESTE DE MANDA S… https://t.co/bLVrIQfuvJ;Sun Jan 31 16:18:32 +0000 2021;0;0;Ecuador;
Guillermo Lasso;"RT @PatricioJijonL1: No dividas el voto; no dejes de acudir a las urnas el próximo domingo 7 de febrero, con doble mascarilla, CORAZÓN y CE…";Sun Jan 31 16:18:43 +0000 2021;22;30;;
Guillermo Lasso;@andresb73602813 @canoro92 @yakuperezg @CesarMontufar51 @pjfreile @xhervas Si no votan por Lasso, es un voto más pa… https://t.co/SYSU3pSWtm;Sun Jan 31 16:18:44 +0000 2021;0;0;Azogues, Ecuador;
Guillermo Lasso;"RT @compaiRENE: Buenísimo, todo trabajador terciarizado de la banca que está en la red del ""banco del barrio"" (cuando @ecuarauz sea preside…";Sun Jan 31 16:18:48 +0000 2021;52;110;;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:19:07 +0000 2021;77;142;Ecuador;
Guillermo Lasso;"RT @MarcoAnibal: Guillermo Lasso cometió un solo error en este proceso electoral: no escuchar a Jaime Durán Barba

""79% de los ecuatorianos…";Sun Jan 31 16:19:17 +0000 2021;89;222;;
Guillermo Lasso;Que no votes por Lasso dice :v;Sun Jan 31 16:19:19 +0000 2021;0;0;Quito, Ecuador;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:19:23 +0000 2021;78;145;Guayaquil, Ecuador;
Guillermo Lasso;"¡Muy bien!
Nadie tiene que obligar a nadie a votar, somos libres y votamos por quién queremos por #ArauzPresidente 🧡";Sun Jan 31 16:19:27 +0000 2021;0;0;Ecuador;
Guillermo Lasso;"RT @pichinchauniver: 🔴 #ATENCIÓN | 🗣️ ""No estoy pidiendo que piensen, los estoy obligando a que el siguiente día todos tengan su foto con e…";Sun Jan 31 16:19:30 +0000 2021;1;1;;
Guillermo Lasso;"RT @chinogomez14: El voto de Lasso es obligado, es por odio, es por interés, es por conveniencia.
El voto de @ecuarauz y @rabascallcarlos e…";Sun Jan 31 16:19:36 +0000 2021;637;1330;;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:19:41 +0000 2021;79;147;;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:19:44 +0000 2021;80;148;Ecuador;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:19:49 +0000 2021;81;148;;
Guillermo Lasso;RT @Caelestis01: Yo voto por #Lasso,porque voto por mis convicciones: no regalarle el país a un puñado de delincuentes, asociados con la na…;Sun Jan 31 16:19:54 +0000 2021;89;268;ECUADOR;
Guillermo Lasso;@CristinaGt26 @faustortizd Lasso Presidente;Sun Jan 31 16:19:59 +0000 2021;0;0;;
Guillermo Lasso;RT @CuquitaLeon: NOSOTROS LOS JUBILADOS ROBADOS ESTAFADOS POR CRIMINALES D CAPO CORREA LLEVAREMOS A LASSO A SER PRESIDENTE.TODOS CON NUESTR…;Sun Jan 31 16:20:02 +0000 2021;59;71;ECUADOR;
Guillermo Lasso;"RT @PatricioJijonL1: No dividas el voto; no dejes de acudir a las urnas el próximo domingo 7 de febrero, con doble mascarilla, CORAZÓN y CE…";Sun Jan 31 16:20:03 +0000 2021;23;33;;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:20:06 +0000 2021;82;152;Quito, Ecuador;
Guillermo Lasso;"RT @pichinchauniver: 🔴 #ATENCIÓN | 🗣️ ""No estoy pidiendo que piensen, los estoy obligando a que el siguiente día todos tengan su foto con e…";Sun Jan 31 16:20:12 +0000 2021;2;3;;
Guillermo Lasso;"RT @PatricioJijonL1: Optimizar nuestro voto es un deber moral. Defender la democracia, las libertades, la dolarización; el objetivo central…";Sun Jan 31 16:20:17 +0000 2021;119;244;;
Guillermo Lasso;RT @semarco: El voto razonable es por  @LassoGuillermo. A los que piensan votar nulo,  les pido que se den una oportunidad votando por Lass…;Sun Jan 31 16:20:18 +0000 2021;25;50;;
Guillermo Lasso;"CLARO LO BOTARON!! PERO EL ASUNTO ES QUE ESE TIPO LARA YA DEBE TENER OTRO PUESTITO!!
ESE LARA TENÍA LIZ VERDE DE SU… https://t.co/ilQvgXQAv0";Sun Jan 31 16:20:19 +0000 2021;0;0;Ecuador;
Guillermo Lasso;"RT @pichinchauniver: 🔴 #ATENCIÓN | 🗣️ ""No estoy pidiendo que piensen, los estoy obligando a que el siguiente día todos tengan su foto con e…";Sun Jan 31 16:20:22 +0000 2021;3;4;;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:20:23 +0000 2021;83;154;Ecuador;
Guillermo Lasso;"RT @MarcoAnibal: Guillermo Lasso cometió un solo error en este proceso electoral: no escuchar a Jaime Durán Barba

""79% de los ecuatorianos…";Sun Jan 31 16:20:29 +0000 2021;90;223;;
Guillermo Lasso;"RT @MarcoAnibal: Guillermo Lasso cometió un solo error en este proceso electoral: no escuchar a Jaime Durán Barba

""79% de los ecuatorianos…";Sun Jan 31 16:20:44 +0000 2021;91;224;Quito - Ecuador;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:20:45 +0000 2021;84;159;Ambato - Ecuador;
Guillermo Lasso;RT @KELVINGAME3: LASSO PRESIDENTE EN UNA SOLA VUELTA!!! https://t.co/lficwdaef3;Sun Jan 31 16:20:50 +0000 2021;114;266;Guayaquil Ecuador;
Guillermo Lasso;RT @CuquitaLeon: NOSOTROS LOS JUBILADOS ROBADOS ESTAFADOS POR CRIMINALES D CAPO CORREA LLEVAREMOS A LASSO A SER PRESIDENTE.TODOS CON NUESTR…;Sun Jan 31 16:20:52 +0000 2021;60;72;;
Guillermo Lasso;RT @CuquitaLeon: NOSOTROS LOS JUBILADOS ROBADOS ESTAFADOS POR CRIMINALES D CAPO CORREA LLEVAREMOS A LASSO A SER PRESIDENTE.TODOS CON NUESTR…;Sun Jan 31 16:21:00 +0000 2021;61;72;;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:21:02 +0000 2021;85;163;Quito, Ecuador;
Guillermo Lasso;RT @PatricioJijonL1: Tenemos la obligación democrática de optimizar nuestro voto, para salvar al Ecuador de las garras sucias del nefasto y…;Sun Jan 31 16:21:03 +0000 2021;168;371;;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:21:03 +0000 2021;86;163;"Ciudadano Universal; Palestino";
Guillermo Lasso;"RT @libernautas: Lenincuentes, todo lo dañaron, REPARTIERON y destruyeron.
 Por eso, Lasso jamás será presidente 😡😡😡 ⬇️";Sun Jan 31 16:21:09 +0000 2021;3;1;Quito - Ecuador;
Guillermo Lasso;@fabriciovelav Cosas como estas son las que dan vida ..eso es LIBERTAD .bien por quienes hicieron lo justo ....q ga… https://t.co/hcuY5y0QEK;Sun Jan 31 16:21:24 +0000 2021;0;0;Quito, Ecuador;Quito, Ecuador
Guillermo Lasso;"RT @pichinchauniver: 🔴 #ATENCIÓN | 🗣️ ""No estoy pidiendo que piensen, los estoy obligando a que el siguiente día todos tengan su foto con e…";Sun Jan 31 16:21:28 +0000 2021;4;5;Quito, Ecuador;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:21:28 +0000 2021;87;166;Quito, Ecuador;
Guillermo Lasso;"RT @MarcoAnibal: Guillermo Lasso cometió un solo error en este proceso electoral: no escuchar a Jaime Durán Barba

""79% de los ecuatorianos…";Sun Jan 31 16:21:30 +0000 2021;92;226;;
Guillermo Lasso;RT @semarco: El voto razonable es por  @LassoGuillermo. A los que piensan votar nulo,  les pido que se den una oportunidad votando por Lass…;Sun Jan 31 16:21:31 +0000 2021;27;51;;
Guillermo Lasso;RT @edgarjaramd: Será un buen presidente.;Sun Jan 31 16:21:32 +0000 2021;1;0;;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:21:37 +0000 2021;88;167;Guayaquil-Ecuador;
Guillermo Lasso;"RT @pichinchauniver: 🔴 #ATENCIÓN | 🗣️ ""No estoy pidiendo que piensen, los estoy obligando a que el siguiente día todos tengan su foto con e…";Sun Jan 31 16:21:40 +0000 2021;5;6;;
Guillermo Lasso;Correcta decisión frente a una velada amenaza, si hay casos similares igual se los debe denunciar y condenar.;Sun Jan 31 16:21:52 +0000 2021;0;0;Quito;
Guillermo Lasso;"RT @MarcoAnibal: No eres un idiota si votas por Araúz, Lasso, Yaku, nulo o por quien desees

Eres un idiota por no respetar el derecho de c…";Sun Jan 31 16:21:53 +0000 2021;55;166;🇪🇨Quito, Ecuador;
Guillermo Lasso;"RT @etorrescobo: Este domingo 7 de febrero vota por tí y por tu familia. Por tu futuro. Por tus oportunidades. 

En #Tungurahua vota por To…";Sun Jan 31 16:21:56 +0000 2021;11;26;;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:21:57 +0000 2021;89;170;Guayaquil, Ecuador;
Guillermo Lasso;"RT @pichinchauniver: 🔴 #ATENCIÓN | 🗣️ ""No estoy pidiendo que piensen, los estoy obligando a que el siguiente día todos tengan su foto con e…";Sun Jan 31 16:22:01 +0000 2021;6;6;;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:22:04 +0000 2021;90;171;;
Guillermo Lasso;El derecho y ejercicio al voto #Elecciones2021Ec en la ciudadanía es libre, personal, privado. Y no obedece a inter… https://t.co/oIXKfZMSJI;Sun Jan 31 16:22:10 +0000 2021;0;0;Ecuador;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:22:32 +0000 2021;92;176;;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:22:41 +0000 2021;93;179;Manabi, Ecuador;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:22:44 +0000 2021;94;179; #GYQL ©;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:22:52 +0000 2021;95;181;;
Guillermo Lasso;"Asi debe ser...esta es la verdadera libertad de expresión, libertad de pensamiento; la libertad de expresión no le… https://t.co/QDfXqg1axS";Sun Jan 31 16:22:56 +0000 2021;0;0;Ecuador;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:22:58 +0000 2021;97;181;Guayaquil, Ecuador;
Guillermo Lasso;"RT @MarcoAnibal: Guillermo Lasso cometió un solo error en este proceso electoral: no escuchar a Jaime Durán Barba

""79% de los ecuatorianos…";Sun Jan 31 16:23:16 +0000 2021;93;228;Páramo Andino;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:23:17 +0000 2021;98;185;;
Guillermo Lasso;RT @ArffManuel: @pochoharbEC Isidro es otro Candidato Chimbador puesto por Correa, así como Xavier Herbas y Yaku Pérez esto es haber por do…;Sun Jan 31 16:23:20 +0000 2021;1;1;ECUADOR;
Guillermo Lasso;@MachadoRobertoO Voten por quien voten son igual decepciones solo una cosa tengo clara que JAMAS le daré mi confian… https://t.co/uW5AjZeFQl;Sun Jan 31 16:23:25 +0000 2021;0;0;;
Guillermo Lasso;RT @CuquitaLeon: NOSOTROS LOS JUBILADOS ROBADOS ESTAFADOS POR CRIMINALES D CAPO CORREA LLEVAREMOS A LASSO A SER PRESIDENTE.TODOS CON NUESTR…;Sun Jan 31 16:23:33 +0000 2021;62;75;;
Guillermo Lasso;RT @CuquitaLeon: NOSOTROS LOS JUBILADOS ROBADOS ESTAFADOS POR CRIMINALES D CAPO CORREA LLEVAREMOS A LASSO A SER PRESIDENTE.TODOS CON NUESTR…;Sun Jan 31 16:23:39 +0000 2021;63;75;Pichincha, Ecuador;
Guillermo Lasso;RT @CuquitaLeon: NOSOTROS LOS JUBILADOS ROBADOS ESTAFADOS POR CRIMINALES D CAPO CORREA LLEVAREMOS A LASSO A SER PRESIDENTE.TODOS CON NUESTR…;Sun Jan 31 16:23:52 +0000 2021;64;76;;
Guillermo Lasso;RT @MashiRafael: Consejos para los trabajadores a los que los “patrones“ les quieren hacer votar por Lasso y los obligan a presentar la fot…;Sun Jan 31 16:23:57 +0000 2021;438;763;;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:23:59 +0000 2021;102;188;Quito-Ecuador;
Guillermo Lasso;RT @hijadeivan: Los que están pensando en votar por Hervas Romero Lucio y el resto q no tienen ninguna posibilidad en estas elecciones pien…;Sun Jan 31 16:24:02 +0000 2021;35;113;;
Guillermo Lasso;@EArosemenaM @Polificcion @LassoGuillermo @ecuarauz El merito propio de lasso fue aprovecharse del feriado bancario… https://t.co/SJWtqLCFNz;Sun Jan 31 16:24:11 +0000 2021;0;0;canada;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:24:15 +0000 2021;103;189;;
Guillermo Lasso;RT @FaustoCoboM3: ...el 28% que votamos a favor de LASSO en la primera vuelta de ELECCIONES 2017, lo hicimos con la razón y con lealtad a n…;Sun Jan 31 16:24:18 +0000 2021;106;300;;
Guillermo Lasso;@s7ever Este es el Zelda https://t.co/PfeDUPHsID;Sun Jan 31 16:24:19 +0000 2021;0;0;Quito, Ecuador;
Guillermo Lasso;@YaTenemosPRESI TODO CREO 21. LASSO PRESIDENTE. https://t.co/2jADK8GSfe;Sun Jan 31 16:24:20 +0000 2021;0;0;Cañar, Ecuador;
Guillermo Lasso;"RT @pichinchauniver: 🔴 #ATENCIÓN | 🗣️ ""No estoy pidiendo que piensen, los estoy obligando a que el siguiente día todos tengan su foto con e…";Sun Jan 31 16:24:20 +0000 2021;7;6;;
Guillermo Lasso;RT @fer_solofer: Decían que el audio era falso pero destapó a un montón de gente aplaudiéndolo... resultó que el audio era real y el que te…;Sun Jan 31 16:24:29 +0000 2021;2;4;Quito - Ecuador;
Guillermo Lasso;RT @hijadeivan: Los que están pensando en votar por Hervas Romero Lucio y el resto q no tienen ninguna posibilidad en estas elecciones pien…;Sun Jan 31 16:24:30 +0000 2021;36;114;Guayaquil-Ecuador;
Guillermo Lasso;"RT @ByronPalmaS: Jamás habría pensado votar por Lasso, ¡Jamás!

Pero ante el solo riesgo que vuelva el corrupto Correísmo al poder, “hacien…";Sun Jan 31 16:24:36 +0000 2021;12;26;Cuenca;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:24:41 +0000 2021;105;191;Portoviejo, Ecuador;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:24:46 +0000 2021;106;192;;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:24:49 +0000 2021;107;194;Quito, Ecuador;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:24:59 +0000 2021;108;196;Quito/Ecuador;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:25:06 +0000 2021;109;196;;
Guillermo Lasso;Nada como los finales felices.;Sun Jan 31 16:25:07 +0000 2021;0;0;Jupiter, FL;
Guillermo Lasso;"RT @PatricioJijonL1: No dividas el voto; no dejes de acudir a las urnas el próximo domingo 7 de febrero, con doble mascarilla, CORAZÓN y CE…";Sun Jan 31 16:25:09 +0000 2021;26;38;Puerto Quito, Ecuador;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:25:09 +0000 2021;110;198;Guayaquil, Ecuador;
Guillermo Lasso;RT @M_MaciasUlloa: Quien trajo a Bucaram?Granda secretario de la Corrupción con master en extorsion,quien repartió los hospitales La Romo,q…;Sun Jan 31 16:25:12 +0000 2021;24;34; Pueblo Libre ;
Guillermo Lasso;"RT @chinogomez14: El voto de Lasso es obligado, es por odio, es por interés, es por conveniencia.
El voto de @ecuarauz y @rabascallcarlos e…";Sun Jan 31 16:25:13 +0000 2021;638;1337;Quito - Ecuador;
Guillermo Lasso;"RT @chinogomez14: El voto de Lasso es obligado, es por odio, es por interés, es por conveniencia.
El voto de @ecuarauz y @rabascallcarlos e…";Sun Jan 31 16:25:19 +0000 2021;639;1337;Guayas, Ecuador;
Guillermo Lasso;El poder político y económico que nos cogobiernan Moreno-Lasso, no impedirán que @ecuarauz  llegue a ser el nuevo p… https://t.co/z9KH5ZKpr5;Sun Jan 31 16:25:20 +0000 2021;0;0;Quito;
Guillermo Lasso;RT @hijadeivan: Los que están pensando en votar por Hervas Romero Lucio y el resto q no tienen ninguna posibilidad en estas elecciones pien…;Sun Jan 31 16:25:22 +0000 2021;37;115;guayaquil ;
Guillermo Lasso;RT @CuquitaLeon: NOSOTROS LOS JUBILADOS ROBADOS ESTAFADOS POR CRIMINALES D CAPO CORREA LLEVAREMOS A LASSO A SER PRESIDENTE.TODOS CON NUESTR…;Sun Jan 31 16:25:28 +0000 2021;66;80;;
Guillermo Lasso;RT @semarco: El voto razonable es por  @LassoGuillermo. A los que piensan votar nulo,  les pido que se den una oportunidad votando por Lass…;Sun Jan 31 16:25:28 +0000 2021;29;55;;
Guillermo Lasso;RT @hijadeivan: Los que están pensando en votar por Hervas Romero Lucio y el resto q no tienen ninguna posibilidad en estas elecciones pien…;Sun Jan 31 16:25:29 +0000 2021;38;116;Catamayo - Loja;
Guillermo Lasso;"RT @PatricioJijonL1: No dividas el voto; no dejes de acudir a las urnas el próximo domingo 7 de febrero, con doble mascarilla, CORAZÓN y CE…";Sun Jan 31 16:25:40 +0000 2021;28;39;Guayaquil, Ecuador;
Guillermo Lasso;RT @hijadeivan: Los que están pensando en votar por Hervas Romero Lucio y el resto q no tienen ninguna posibilidad en estas elecciones pien…;Sun Jan 31 16:25:43 +0000 2021;39;118;Krypton;
Guillermo Lasso;RT @hijadeivan: Los que están pensando en votar por Hervas Romero Lucio y el resto q no tienen ninguna posibilidad en estas elecciones pien…;Sun Jan 31 16:25:46 +0000 2021;40;118;Miracle ☺;
Guillermo Lasso;RT @FaustoCoboM3: LASSO es la PESADILLA de narco gobiernos del socialismo del siglo XXI que buscan PODER e IMPUNIDAD, comprando candidatos…;Sun Jan 31 16:25:48 +0000 2021;87;192;Quito;
Guillermo Lasso;RT @hijadeivan: Los que están pensando en votar por Hervas Romero Lucio y el resto q no tienen ninguna posibilidad en estas elecciones pien…;Sun Jan 31 16:25:48 +0000 2021;41;119;Miami Beach, FL;
Guillermo Lasso;RT @hijadeivan: Los que están pensando en votar por Hervas Romero Lucio y el resto q no tienen ninguna posibilidad en estas elecciones pien…;Sun Jan 31 16:25:56 +0000 2021;42;120;Ambato, Ecuador;
Guillermo Lasso;RT @fabriciovelav: AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…;Sun Jan 31 16:26:01 +0000 2021;111;202;Ecuador;
