Candidato;Tweet;Fecha;# Retweets;# Likes;Ubicación (usuario);Ubicación (tweet)
Andrés Arauz;RT @JuanmarReyes: @egurublog @ecuarauz Si no te ves gobernado por Arauz, entonces el voto es Lasso. Caso contrario se dispersan los votos e…;Sun Jan 31 00:39:34 +0000 2021;2;16;;
Andrés Arauz;RT @Mabel2266101890: Hoy caí ilusamente y fui a recibir los 250 que ofrece Arauz,fila,sorpresa la oferta cambiaba, no me entregaron ése val…;Sun Jan 31 00:39:34 +0000 2021;1735;1788;Ecuador;
Andrés Arauz;RT @ismaelquintanag: A Arauz no le importó regalar pruebas COVID como estrategia de campaña electoral, pese a que las dádivas están prohibi…;Sun Jan 31 00:39:37 +0000 2021;1206;2522;;
Andrés Arauz;@omarmaluk @LassoGuillermo @ecuarauz Maluk te han ofrecido un carguito si gana Arauz , estas apretado y te vendes a esa gentuza? Cuanto?;Sun Jan 31 00:39:38 +0000 2021;0;0;;
Andrés Arauz;RT @PS1eroEcuador: Los últimos estertores de la bancocracia  y la oligarquía... mentira tras mentira, farsa tras farsa,  YA NADIE LES CREE.…;Sun Jan 31 00:39:38 +0000 2021;231;427;Quito, Ecuador;
Andrés Arauz;"RT @BlancaLopez1_: ¡Correa está en la papeleta con @pierinaescorrea, nuestra primera asambleísta nacional!
Hoy nos acompañó por la Coop. Sa…";Sun Jan 31 00:39:38 +0000 2021;73;202;;
Andrés Arauz;"RT @CARLOSFMEJIA: ""Petro defiende al candidato de Ecuador, @ecuarauz, mencionado en los archivos del narcoterrorista del ELN alias 'Uriel'""…";Sun Jan 31 00:39:38 +0000 2021;270;339;Atlántico, Colombia;
Andrés Arauz;RT @RenatoRubio11: @biological_dr Soy un detractor de este mamotreto de ARAUZ, pero es importante para tener credibilidad decir las cosas c…;Sun Jan 31 00:39:40 +0000 2021;2;3;Quito, Ecuador;
Andrés Arauz;RT @eluniversocom: Revista Semana sostiene que existirían archivos del ELN que señalan aporte de campaña a candidato presidencial Andrés Ar…;Sun Jan 31 00:39:41 +0000 2021;430;609;Ecuador;
Andrés Arauz;"RT @ElRebeldeEc: Sobre desafío a la decencia de Daniel Salcedo! Y como si esto fuera poco; el correísmo con Arauz anuncia su futuro ministr…";Sun Jan 31 00:39:42 +0000 2021;20;27;;
Andrés Arauz;RT @eluniversocom: Revista Semana sostiene que existirían archivos del ELN que señalan aporte de campaña a candidato presidencial Andrés Ar…;Sun Jan 31 00:39:42 +0000 2021;431;609;;
Andrés Arauz;RT @lepantox: Tenemos que exigir que el ELN pague los 500 mensuales a Arauz, le afilie al seguro, y deje de referirse a él como “el imbécil…;Sun Jan 31 00:39:42 +0000 2021;47;162;En algun lugar, del mundo!!!!;
Andrés Arauz;"RT @CristinaGt26: A Lasso le dicen oligarca. Pero vino de una familia pobre, con 11 hermanos. Trabajó desde los 15 años. 

Arauz estudió en…";Sun Jan 31 00:39:43 +0000 2021;26;63;;
Andrés Arauz;RT @pauuuyzz: Cuando me dicen que van a votar por Arauz https://t.co/2FujkREpSp;Sun Jan 31 00:39:45 +0000 2021;1;8;On my way.;
Andrés Arauz;"RT @Don_Patriota1: ¿Entonces Petro comenzó a defender a su camarada narcoterrorista Arauz, en Ecuador; Involucrado con los correos y archiv…";Sun Jan 31 00:39:48 +0000 2021;125;177;Puerto Colombia, Colombia;
Andrés Arauz;RT @ismaelquintanag: A Arauz no le importó regalar pruebas COVID como estrategia de campaña electoral, pese a que las dádivas están prohibi…;Sun Jan 31 00:39:48 +0000 2021;1207;2523;;
Andrés Arauz;"RT @ALBERTOACOSTAB: Dime quien te financia y te dire quién eres....

Revista Semana denuncia que la GUERRILLA COLOMBIANA financió campaña d…";Sun Jan 31 00:39:49 +0000 2021;407;570;;
Andrés Arauz;"RT @CarlosNeiraFlor: Mundo | Se confirma, Arauz gana las elecciones en una sola vuelta con más de 12% de diferencia.
#ElBinomioDeLaEsperanz…";Sun Jan 31 00:39:49 +0000 2021;3;2;;
Andrés Arauz;@RevistaSemana #EstanDesesperados @RevistaSemana no posee profesionalismo alguno, que se ponga en complicidad con… https://t.co/gS0UL280k5;Sun Jan 31 00:39:49 +0000 2021;0;0;Ecuador;
Andrés Arauz;RT @CarlosP05340289: Las guerrilla de las FARC aportaron a la campaña electoral de Rafael Correa, .... Ahora sale a la luz que la guerrilla…;Sun Jan 31 00:39:54 +0000 2021;112;146;;
Andrés Arauz;"RT @AlmaMiaEcu: Vota por Andrés Arauz para que Carlos Vera se vaya del país.

No encuentro mejor razón para unirnos todos los ecuatorianos.";Sun Jan 31 00:39:55 +0000 2021;52;149;;
Andrés Arauz;"RT @carlitosdm66: -Candidato Arauz, ¿es cierto que a usted es ""la mariposa del sur""?
- https://t.co/OVpsCJnGO5";Sun Jan 31 00:39:57 +0000 2021;27;50;Ecuador;
Andrés Arauz;"RT @LetraLive: ... es un momento muy delicado.
Correa intenta volver con Arauz y ""corregirá sus errores"" una vez en el poder: terminaremos…";Sun Jan 31 00:39:58 +0000 2021;7;4;ECUADOR;
Andrés Arauz;RT @luisevivanco: Si robaron tanto, para qué necesitaban también plata de la narco guerrilla? Nunca es suficiente.;Sun Jan 31 00:40:01 +0000 2021;379;816;;
Andrés Arauz;"RT @enindefension: URGENTE: Luis Verdesoto consejero @cnegobec denunció ante @TCE_Ecuador al binomio Andrés Arauz-Carlos Rabascal
Irregular…";Sun Jan 31 00:40:01 +0000 2021;649;803;;
Andrés Arauz;Lavar dinero en campaña y a luz de todos!! Que descaro;Sun Jan 31 00:40:01 +0000 2021;0;0;;
Andrés Arauz;RT @ecuarauz: #FakeNews Con enorme indignación constatamos que,  en la edición digital de Clarín del día de hoy se reproduce, a una semana…;Sun Jan 31 00:40:02 +0000 2021;1440;2357;;
Andrés Arauz;Delincuente cubre a delincuente que más se puede esperar de este asesino indultado.;Sun Jan 31 00:40:02 +0000 2021;0;0;bogota;
Andrés Arauz;RT @isabelruizg18: Andres Arauz en vez de regalar plata debería regalar un cerebro a esos pendejos que votarán por el🥳;Sun Jan 31 00:40:03 +0000 2021;5;12; Ecuador;
Andrés Arauz;RT @luisevivanco: Si robaron tanto, para qué necesitaban también plata de la narco guerrilla? Nunca es suficiente.;Sun Jan 31 00:40:04 +0000 2021;380;817;Quito-Ecuador;
Andrés Arauz;"RT @alfonso69349391: Si quieres que vuelva el Tren de Alfaro, debes votar por Andrés Arauz.
Si quieres que destruyan el Tren, vota no más p…";Sun Jan 31 00:40:07 +0000 2021;1;3;;
Andrés Arauz;RT @wilfridolaz: En serio, esto es un chiste, viniendo de Univisión de Miami. También decían de que las FARC habían financiado la campaña d…;Sun Jan 31 00:40:07 +0000 2021;4;7;;
Andrés Arauz;"RT @ALBERTOACOSTAB: Dime quien te financia y te dire quién eres....

Revista Semana denuncia que la GUERRILLA COLOMBIANA financió campaña d…";Sun Jan 31 00:40:08 +0000 2021;408;570;;
Andrés Arauz;"RT @lahoraecuador: #Elecciones2021 
Revista Semana tuvo acceso a documentos del #ELN, tras la muerte de uno de los líderes, donde se revela…";Sun Jan 31 00:40:08 +0000 2021;184;202;Quito;
Andrés Arauz;@melitumbaco @MashiRafael Un país hecho cenizas gracias al gobierno d Moreno! Permítanme acordarme, quien puso a Mo… https://t.co/UPb8xdkTsF;Sun Jan 31 00:40:09 +0000 2021;0;0;Quito, Ecuador;Quito, Ecuador
Andrés Arauz;"RT @petrogustavo: Ojo @Almagro_OEA2015 con permitir un golpe de estado en Ecuador.

El gobierno ecuatoriano quiere suspender elecciones ant…";Sun Jan 31 00:40:10 +0000 2021;1024;2295;Barrancabermeja, Santander;
Andrés Arauz;"RT @tctelevision: 🔴 |  Los secretos de la guerrilla salpican a Andrés Arauz.
-
Archivos del Ejército de Liberación Nacional (ELN) demostrar…";Sun Jan 31 00:40:11 +0000 2021;213;281;;
Andrés Arauz;🔴Ernesto Nieto, Investigador y ex Subsecretario de Becas (@ErnestoNietoC): Situación de la educación en el 🇪🇨 y aná… https://t.co/DPyA0PAyp6;Sun Jan 31 00:40:11 +0000 2021;0;0;;
Andrés Arauz;"RT @petrogustavo: Ojo @Almagro_OEA2015 con permitir un golpe de estado en Ecuador.

El gobierno ecuatoriano quiere suspender elecciones ant…";Sun Jan 31 00:40:12 +0000 2021;1025;2296;;
Andrés Arauz;"RT @ALBERTOACOSTAB: Dime quien te financia y te dire quién eres....

Revista Semana denuncia que la GUERRILLA COLOMBIANA financió campaña d…";Sun Jan 31 00:40:12 +0000 2021;409;570;Esmeraldas;
Andrés Arauz;"RT @alfonso69349391: Si quieres que vuelva el Tren de Alfaro, debes votar por Andrés Arauz.
Si quieres que destruyan el Tren, vota no más p…";Sun Jan 31 00:40:13 +0000 2021;2;4;Cuenca, Ecuador;
Andrés Arauz;RT @revistavistazo: #URGENTE | Los documentos hallados en los computadores de los miembros de la guerrilla colombiana #ELN demostrarían su…;Sun Jan 31 00:40:14 +0000 2021;322;389;;
Andrés Arauz;RT @ismaelquintanag: A Arauz no le importó regalar pruebas COVID como estrategia de campaña electoral, pese a que las dádivas están prohibi…;Sun Jan 31 00:40:15 +0000 2021;1208;2523;;
Andrés Arauz;RT @ChediakJulia: Si no votas por Lasso, tu voto prácticamente es para Arauz.;Sun Jan 31 00:40:16 +0000 2021;609;1869;Guayaquil, Ecuador ;
Andrés Arauz;RT @mikaelamendozag: No todos los manabas somos así 😔👌🏻 perdón;Sun Jan 31 00:40:16 +0000 2021;6;43; Ecuador;
Andrés Arauz;Petro defendiendo al político ecuatoriano apoyado por el ELN! Se dan cuenta que sí existe la alianza latinoamerican… https://t.co/NjTqKeZOhu;Sun Jan 31 00:40:16 +0000 2021;0;0;Bogotá, Colombia;
Andrés Arauz;Y no va a ser, si regala hasta comida para perros 👀;Sun Jan 31 00:40:17 +0000 2021;0;0;📍Guayahell, Ecuador;
Andrés Arauz;"@bliemsrieder Yo listo estoy.
Aunque veo que entre los trolls acá hay seguidores de FMLN, FARC, AVC, ELN. hoy mismo… https://t.co/XDudMhokeT";Sun Jan 31 00:40:19 +0000 2021;0;0;planeta tierra ;
Andrés Arauz;RT @SebasWray: Una fuerza pública en descomposición moral respaldando a Arauz sería la primera víctima de un pueblo cansado.;Sun Jan 31 00:40:21 +0000 2021;12;18;Ambato;
Andrés Arauz;RT @tioelmoi: Que bonito será vivir en Ecuador ahora que gane Andres Arauz y se vayan toditos los que dijeron que se irán si gana el.;Sun Jan 31 00:40:25 +0000 2021;167;629;Ecuador;
Andrés Arauz;"RT @OrlandoPerezEC: ‼️URGENTE‼️ A pocos días de las 
#EleccionesEcuador2021, el Consejero del ⁦@cnegobec⁩, ⁦@LuisVerdesotoo1⁩ pide la suspe…";Sun Jan 31 00:40:26 +0000 2021;309;323;;
Andrés Arauz;RT @larepublica_ec: ATENCIÓN, URGENTE La guerrilla colombiana del ELN ha hecho aportes económicos a la campaña de Andrés Arauz, dice la rev…;Sun Jan 31 00:40:27 +0000 2021;219;245;;
Andrés Arauz;RT @ismaelquintanag: A Arauz no le importó regalar pruebas COVID como estrategia de campaña electoral, pese a que las dádivas están prohibi…;Sun Jan 31 00:40:27 +0000 2021;1209;2524;;
Andrés Arauz;RT @Ecuador_On_Q: #BREAKING A new opinion poll by Comunizaliza shows leftist candidate Andrés Arauz in the lead with 37.4% of voter's inten…;Sun Jan 31 00:40:28 +0000 2021;10;22;;
Andrés Arauz;RT @constanzapaler1: Pues está confirmado y nuevamente es noticia a nivel internacional. El candidato @ecuarauz es el legado del narcoterro…;Sun Jan 31 00:40:29 +0000 2021;128;117;Quito;
Andrés Arauz;"RT @AthosErasmus: Trolls de Guerrilla Salvadoreña siguiéndome?
FMLN con Arauz? 👉@WildredoAguilar
Tengan cuidado con quienes los siguen o si…";Sun Jan 31 00:40:32 +0000 2021;2;1;Ecuador;
Andrés Arauz;RT @chola_power: Desesperaditos andan los chimbombos @MashiRafael @ecuarauz y el @cnegobec  que   Espera para quitarlos de la contienda ele…;Sun Jan 31 00:40:33 +0000 2021;11;9;;
Andrés Arauz;"RT @AndrsValarezo6: MILITANTES DE ARAUZ SE UNIERON AL VERDADERO CAMBIO.
GUILLERMO LASSO PRESIDENTE 2021
#universidadparatodoslosjóvenes
#Co…";Sun Jan 31 00:40:35 +0000 2021;6;15;Guayas, Ecuador;
Andrés Arauz;RT @LaPosta_Ecu: Hoy, la revista colombiana Semana reveló información que relacionaría la campaña presidencial del rafalover, Andrés Arauz,…;Sun Jan 31 00:40:38 +0000 2021;630;773;-2.896379,-79.043762;
Andrés Arauz;RT @rousmejia7: Miserables cuando gane Arauz las elecciones ustedes sarta de ratas irán a podrirse en la cárcel por meter mano a la democra…;Sun Jan 31 00:40:40 +0000 2021;3;5;Cuenca, Ecuador;
Andrés Arauz;RT @PS1eroEcuador: Los últimos estertores de la bancocracia  y la oligarquía... mentira tras mentira, farsa tras farsa,  YA NADIE LES CREE.…;Sun Jan 31 00:40:42 +0000 2021;232;428;Cuenca, Ecuador;
Andrés Arauz;"ECUADOR 
DEBE TOMAR TODAS LAS PREVISIONES Y PREPARARSE
Sabemos que cuando la derecha muerde no afloja. Y todas las… https://t.co/YukwI19RDH";Sun Jan 31 00:40:44 +0000 2021;0;0;venezuela;
Andrés Arauz;RT @dmcm97: Esto lo saqué de un grupo de amigos de mi edad (23 años) y SÍ estamos preocupados por el futuro de nuestro país. Hasta cuándo h…;Sun Jan 31 00:40:46 +0000 2021;1;2;On my way.;
Andrés Arauz;RT @Primicias: La revista Semana tiene en su poder documentos donde se nombraría a Ecuador y la entrega de un supuesto préstamo para la cam…;Sun Jan 31 00:40:47 +0000 2021;82;101;Guayaquil;
Andrés Arauz;"RT @ElRebeldeEc: Sobre desafío a la decencia de Daniel Salcedo! Y como si esto fuera poco; el correísmo con Arauz anuncia su futuro ministr…";Sun Jan 31 00:40:48 +0000 2021;21;28;;
Andrés Arauz;"RT @AlmaMiaEcu: Vota por Andrés Arauz para que Carlos Vera se vaya del país.

No encuentro mejor razón para unirnos todos los ecuatorianos.";Sun Jan 31 00:40:49 +0000 2021;53;153;Quito;
Andrés Arauz;RT @ismaelquintanag: A Arauz no le importó regalar pruebas COVID como estrategia de campaña electoral, pese a que las dádivas están prohibi…;Sun Jan 31 00:40:50 +0000 2021;1210;2525;;
Andrés Arauz;"RT @petrogustavo: Ojo @Almagro_OEA2015 con permitir un golpe de estado en Ecuador.

El gobierno ecuatoriano quiere suspender elecciones ant…";Sun Jan 31 00:40:51 +0000 2021;1026;2301;Bogotá, D.C., Colombia;
Andrés Arauz;RT @VickyDavilaH: “Intentan impedir la victoria de Arauz”: Petro defiende a candidato en Ecuador salpicado en los archivos de alias Uriel #…;Sun Jan 31 00:40:52 +0000 2021;326;406;;
Andrés Arauz;¿Cómo vas a votar por Arauz? Ni media neurona tienes.;Sun Jan 31 00:40:52 +0000 2021;0;0;wanting to be on Broadway ;
Andrés Arauz;"RT @petrogustavo: Intentan por todos los medios impedir la victoria de Andrés Arauz en el Ecuador el próximo 7 de agosto.

Con calumnias, c…";Sun Jan 31 00:40:53 +0000 2021;1313;2659;;
Andrés Arauz;RT @PaloEcuador: Esto es lógica simple, si Arauz no estuviera primero, no existiera estos ataques. Están desesperados y el banquero se hund…;Sun Jan 31 00:40:53 +0000 2021;8;32;Manta;
Andrés Arauz;RT @RealiDesafinada: Y termina la pelea por Knock Out..;Sun Jan 31 00:40:54 +0000 2021;31;73;Esmeraldas, Ecuador;
Andrés Arauz;RT @LaPosta_Ecu: Declaraciones dadas a la Posta. Guillermo Lasso se pronunció sobre el reportaje de Semana en el que vinculan a Andrés Arau…;Sun Jan 31 00:40:54 +0000 2021;150;343;Ecuador - Guayas;
Andrés Arauz;RT @Primicias: La revista Semana tiene en su poder documentos donde se nombraría a Ecuador y la entrega de un supuesto préstamo para la cam…;Sun Jan 31 00:40:55 +0000 2021;83;102;Quito, Ecuador;
Andrés Arauz;"RT @chubimendoza: @ismaelquintanag @TCE_Ecuador Y esto aplica? O 
O solo hay ojitos para Arauz? https://t.co/UnlzZ7CZvW";Sun Jan 31 00:40:56 +0000 2021;11;24;Guayaquil, Ecuador;
Andrés Arauz;RT @ecuarauz: #FakeNews Con enorme indignación constatamos que,  en la edición digital de Clarín del día de hoy se reproduce, a una semana…;Sun Jan 31 00:40:57 +0000 2021;1441;2359;Ciudad Autónoma de Buenos Aires;
Andrés Arauz;"RT @AlmaMiaEcu: Vota por Andrés Arauz para que Carlos Vera se vaya del país.

No encuentro mejor razón para unirnos todos los ecuatorianos.";Sun Jan 31 00:40:57 +0000 2021;54;155;;
Andrés Arauz;"RT @petrogustavo: Intentan por todos los medios impedir la victoria de Andrés Arauz en el Ecuador el próximo 7 de agosto.

Con calumnias, c…";Sun Jan 31 00:40:59 +0000 2021;1314;2661;;
Andrés Arauz;"RT @biological_dr: @bliemsrieder @bisturi52 ARAUZ debe ser descalificado por el @cnegobec . Nunca debió haber participado.

@LassoGuillermo…";Sun Jan 31 00:40:59 +0000 2021;21;39;Quito, Ecuador;
Andrés Arauz;RT @revistavistazo: #URGENTE | Los documentos hallados en los computadores de los miembros de la guerrilla colombiana #ELN demostrarían su…;Sun Jan 31 00:41:00 +0000 2021;323;389;Quito - ECU;
Andrés Arauz;"Ecuador: Arauz denuncia una campaña sucia de noticias falsas contra la Unión por la Esperanza.
[#FueraLeninMoreno] 
https://t.co/Lt1031ZfOS";Sun Jan 31 00:41:00 +0000 2021;0;0;La Serena, Chile;
Andrés Arauz;RT @KattySorayaTipn: Le volvió a dar Amnesia, qué raro. 🙄;Sun Jan 31 00:41:01 +0000 2021;21;34;Esmeraldas, Ecuador;
Andrés Arauz;RT @RaGecuador: Alguien vio una aclaración de Arauz sobre los mil dólares? La compra de votos ? Si es cierto o es mentira ? Qué espera el C…;Sun Jan 31 00:41:02 +0000 2021;88;134;Quito;
Andrés Arauz;¡Eso! ¡Palo al demagogo!;Sun Jan 31 00:41:02 +0000 2021;0;0;Quito, Patria Grande;
Andrés Arauz;Amigos que dicen que van a salir del país cuando gane Arauz, vengan a Australia;Sun Jan 31 00:41:05 +0000 2021;0;0;Sydney, New South Wales;Sydney, New South Wales
Andrés Arauz;"RT @perlaserenisima: ECUADOR
VICTORIA CONTUNDENTE 7F DE ANDRÉS ARAUZ TIENE DESESPERADA A LA DERECHA ECUATORIANA. 

QUE NO FALTE NI UN SOLO…";Sun Jan 31 00:41:07 +0000 2021;4;4;LARA;
Andrés Arauz;RT @tcc26: Todos aquellos que pagados o no nos insultaron hace 4 años por apoyar a Lasso y no a Lenin, son los que más reniegan de Lenin y…;Mon Feb 01 00:52:02 +0000 2021;9;29;Quito;
Andrés Arauz;@Moli0055 Hay 16 candidatos todos pésimos a excepción de Freire y Hervás que son lo mejorcito, la prensa y los trol… https://t.co/zahxkzw87X;Mon Feb 01 00:52:10 +0000 2021;0;0;riobamba;
Andrés Arauz;RT @fernandobalda: Un video de risa que han sacado contra el bobo de Arauz. Si estos son terroristas yo soy Rambo. Hasta para atacar al con…;Mon Feb 01 00:52:10 +0000 2021;3;2;;
Andrés Arauz;RT @toto_ec: Si mañana tienes que escoger un gerente para tu empresa a quién escogerías, Lasso o Arauz?;Mon Feb 01 00:52:19 +0000 2021;59;126;Guayaquil - Ecuador;
Andrés Arauz;RT @angelca35196516: CARLOS VERA, audio filtrado revela la desesperación d la nefastas derecha, están mas q ASUSTADOS. 7F todo todito lista…;Mon Feb 01 00:52:20 +0000 2021;83;186;Ecuador;
Andrés Arauz;RT @Honey0189: @VictorF98787509 @GustavoNoboaB_ Con preparación académica dice??😂desde cuando comprar títulos es preparación? Y lo que está…;Mon Feb 01 00:52:20 +0000 2021;3;3;;
Andrés Arauz;RT @Expresoec: El candidato Andrés Arauz y su coalición eluden eluden los señalamientos del consejero electoral, Luis Verdesoto.;Mon Feb 01 00:52:24 +0000 2021;34;50;;
Andrés Arauz;@toto_ec Lasso sin dudarlo! Arauz se lleva hasta las baldosas.;Mon Feb 01 00:52:25 +0000 2021;0;0;;
Andrés Arauz;RT @fmilhojas: Arauz autorizó el programa para el endeudamiento por $400 millones con el banco Goldman Sachs international, a cambio de la…;Mon Feb 01 00:52:26 +0000 2021;79;56;Miami, FL;
Andrés Arauz;RT @VillaFernando_: URGENTE| En los archivos del jefe del ELN a los que tuvo acceso la revista Semana, existe evidencia de un posible aport…;Mon Feb 01 00:52:36 +0000 2021;471;579;Quito, Ecuador;
Andrés Arauz;"@LassoGuillermo Que NO les metan el dedo en la boca, las mentiras siempre son de patas cortas!!! 👇👇👇
https://t.co/CDqLa4MUP8";Mon Feb 01 00:52:37 +0000 2021;0;0;;
Andrés Arauz;RT @Moli0055: No quiero votar por Lasso pero no quiero que gane Arauz 😭;Mon Feb 01 00:52:39 +0000 2021;260;1710;;
Andrés Arauz;RT @Pinvestigacion3: Arauz autorizó el programa para el endeudamiento por $400 millones con el banco Goldman Sachs international, a cambio…;Mon Feb 01 00:52:40 +0000 2021;59;47;Guayaquil, Ecuador;
Andrés Arauz;"RT @felipeleon88: ¿Guillermo Lasso no es el mejor candidato? Es mejor que Arauz qué hoy lidera las encuestas.

¿No te gustan todas sus prop…";Mon Feb 01 00:52:41 +0000 2021;77;238;Springfield, Manitoba;
Andrés Arauz;"RT @biological_dr: URGENTE!

Con corte de 30 de enero y luego de:

1. Asesinato de Efraín Ruales 
2. Hueviza a Arauz 
Y principalmente 
3.…";Mon Feb 01 00:52:41 +0000 2021;419;1069;Guayaquil, Ecuador;
Andrés Arauz;"RT @CristinaGt26: A Lasso le dicen oligarca. Pero vino de una familia pobre, con 11 hermanos. Trabajó desde los 15 años. 

Arauz estudió en…";Mon Feb 01 00:52:42 +0000 2021;891;2234;;
Andrés Arauz;@elgransuper @vivario1960 @Phenome16 @CristinaGt26 Ustedes mas adoctrinados imposible, les vendieron la idea de que… https://t.co/tfZC3kvTH6;Mon Feb 01 00:52:44 +0000 2021;0;0;Ecuador;
Andrés Arauz;"RT @Literario26: GUAYAQUIL:

41% ARAUZ

30% LASSO

LA @La6Ecuador APOSTÓ POR EL PERDEDOR. MATRACA PIERDE HASTA EN SU BASTIÓN.";Mon Feb 01 00:52:46 +0000 2021;136;253;;
Andrés Arauz;"RT @_scorpiowitch_: Cadena de oración para que:

                🕯         🕯
       🕯                           🕯
         ⠀⠀⠀⠀   No
    🕯…";Mon Feb 01 00:52:54 +0000 2021;849;2735;underground;
Andrés Arauz;RT @fernandobalda: Quienes estudiamos al enemigo, al terrorismo etc, conocemos su modus operandi y fachada, ese tipo de armas no usa el ELN…;Mon Feb 01 00:52:57 +0000 2021;1;0;;
Andrés Arauz;RT @fernandobalda: Un video de risa que han sacado contra el bobo de Arauz. Si estos son terroristas yo soy Rambo. Hasta para atacar al con…;Mon Feb 01 00:52:58 +0000 2021;4;3;;
Andrés Arauz;RT @RafaelCompte: Según CEDATOS, en cinco días, el candidato Arauz subió del 15 al 21,9%, esto es 6,9%, que significarían alrededor de 700.…;Mon Feb 01 00:52:58 +0000 2021;383;1144;;
Andrés Arauz;@MashiRafael Arauz presidente;Mon Feb 01 00:53:00 +0000 2021;0;0;;
Andrés Arauz;RT @moreiracris19: Por ti, por tu familia 👨‍👩‍👦 por todo el Ecuador 🇪🇨 vamos a #RecuperarElFuturo este 7F. #VotaTodo1 🗳️☝️ #TrabajoFuturoDi…;Mon Feb 01 00:53:10 +0000 2021;19;22;Ecuador;
Andrés Arauz;RT @fmilhojas: Arauz autorizó el programa para el endeudamiento por $400 millones con el banco Goldman Sachs international, a cambio de la…;Mon Feb 01 00:53:11 +0000 2021;80;58;;
Andrés Arauz;RT @PedritoExtranja: Esta semana, la prensa burguesa dirá q Arauz derribó las torres gemelas, fundó las Brigadas Rojas, recita en árabe, en…;Mon Feb 01 00:53:17 +0000 2021;698;1721;;
Andrés Arauz;A cuidar LA ESPERANZA  ,ARAUZ 1 ,partidocracia,bancocracia,prensa parcializada,evasores desesperados estan, a votar… https://t.co/dEdyGC34KW;Mon Feb 01 00:53:22 +0000 2021;0;0;Ecuador-Guayas-Milagro;
Andrés Arauz;RT @ismaelquintanag: A Arauz no le importó regalar pruebas COVID como estrategia de campaña electoral, pese a que las dádivas están prohibi…;Mon Feb 01 00:53:23 +0000 2021;1603;3464;Ecuador;
Andrés Arauz;RT @RaGecuador: Alguien vio una aclaración de Arauz sobre los mil dólares? La compra de votos ? Si es cierto o es mentira ? Qué espera el C…;Mon Feb 01 00:53:24 +0000 2021;177;354;Springfield, Manitoba;
Andrés Arauz;Esta barbarie que quieren cometer anti etica es el comienzo del fraude procesal que no tiene ni pie ni cabeza de es… https://t.co/UUAiQOyXbp;Mon Feb 01 00:53:24 +0000 2021;0;0;;
Andrés Arauz;RT @avilarenata: If @ecuarauz is elected President next weekend in #Ecuador, he will lead the region towards a decolonial green new deal, y…;Mon Feb 01 00:53:24 +0000 2021;34;83;;
Andrés Arauz;RT @fernandobalda: Quienes estudiamos al enemigo, al terrorismo etc, conocemos su modus operandi y fachada, ese tipo de armas no usa el ELN…;Mon Feb 01 00:53:24 +0000 2021;2;0;Guayaquil de mis amores;
Andrés Arauz;@JorgeRojasCr @Sandinin CORREA NOS DEJO A MORENO Y DIJO QUE ERA EL MEJOR,DESPUES SE PELEAN Y LE DICEN QUE ES UN BRU… https://t.co/ulTD7II4FF;Mon Feb 01 00:53:28 +0000 2021;0;0;Cariamanga;
Andrés Arauz;"RT @PedritoExtranja: Jefes de campaña de Arauz:
1. Juan ""Mamita"" Zevallos
2. Hitler Gangotena.
3. Raymond Babbitt Vera y su hijo bobo q se…";Mon Feb 01 00:53:30 +0000 2021;421;1222;;
Andrés Arauz;RT @ismaelquintanag: @FiscaliaEcuador y el @cnegobec deben investigar los posibles aportes ilícitos en la campaña de Arauz. Si ese hecho es…;Mon Feb 01 00:53:30 +0000 2021;110;156;Ecuador;
Andrés Arauz;RT @PedritoExtranja: Esta semana, la prensa burguesa dirá q Arauz derribó las torres gemelas, fundó las Brigadas Rojas, recita en árabe, en…;Mon Feb 01 00:53:33 +0000 2021;699;1723;;
Andrés Arauz;RT @fernandobalda: Un video de risa que han sacado contra el bobo de Arauz. Si estos son terroristas yo soy Rambo. Hasta para atacar al con…;Mon Feb 01 00:53:33 +0000 2021;5;3;Guayaquil de mis amores;
Andrés Arauz;RT @Jfchediak: Viendo varias encuestas hay algo claro: Los q votan por Hervas podrán confirmar el 7 de febrero, la gran ayuda que le dieron…;Mon Feb 01 00:53:33 +0000 2021;178;595;Milagro-Ecuador;
Andrés Arauz;@ffblady emelec correista de quince seguidores como ya no puede decir que es tan bruto para votar por arauz mejor d… https://t.co/R8hmQLPXhx;Mon Feb 01 00:53:36 +0000 2021;0;0;Quito, Ecuador;
Andrés Arauz;RT @oro_negro26: AUDIO DE  #CARLOSVERA DESESPERADO INSULTANDO A #ÁLVARONOBOA, YA MISMO SE VA CARLOS VERA ✈ YA MISMO ✈ #ArauzPresidente http…;Mon Feb 01 00:53:42 +0000 2021;40;33;Ambato, Ecuador;
Andrés Arauz;@savirosero Es que le paga el chimbador Noboa, ahora ese tipo apoya a Arauz. Intereses que los hunden como personas y políticos.;Mon Feb 01 00:53:42 +0000 2021;0;0;Loja, Ecuador;
Andrés Arauz;RT @toto_ec: Si mañana tienes que escoger un gerente para tu empresa a quién escogerías, Lasso o Arauz?;Mon Feb 01 00:53:42 +0000 2021;60;130;Ecuador;
Andrés Arauz;"RT @CHEL01977: @MashiRafael Nos han insultado Mashi por eso con más fuerza
VOTA TODO TODITO 1 ARAUZ PRESIDENTE

Posdata.
Si algunitos ni re…";Mon Feb 01 00:53:43 +0000 2021;4;5;;
Andrés Arauz;RT @Moli0055: No quiero votar por Lasso pero no quiero que gane Arauz 😭;Mon Feb 01 00:53:45 +0000 2021;262;1714;;
